ticker,bench,corr,beta,sig,print_sigma_pos,print_sigma_neg,dev_best_ranges,bench_best_ranges,time_best_peak_ranges,time_best_norm_ranges
PTGX,IWM,0.51,0.38,0.76,-0.548947,-1.448684,0.5;0.8,0.0;0.2,,09:00
PTHS,QQQ,0.31,0.66,3.21,0.770436,-0.9729905,,,,
PTIR,QQQ,0.86,3.54,3.36,4.419167,-0.081548,0.2–0.3,0.0–0.3;0.5,00:00;01:30;03:00–06:30;07:30;08:30,09:00
PTMN,NONE,0.99,1.02,0.63,,,,,,
PTNQ,QQQ,0.99,1.02,0.63,-0.068571,-0.249206,0.2,,,09:00
PTRN,SPY,0.84,1.28,1.38,1.095942,-0.728406,2.7,0.0–0.1;0.3,02:30;05:00–09:30,09:00
PTY,QQQ,0.6,0.24,0.31,1.228387,-2.753548,1.1;1.4,0.0;0.2,,07:00;09:00
PUBM,IWM,0.94,1.31,2.89,0.142422,-0.059412,0.2–0.4;0.6,0.1–0.4,03:30–09:30,09:00
PUK,XLF,0.46,0.8,1.09,0.453211,-0.47156,0.2,0.0,04:00;05:00–09:30,09:00
PULS,SPY,0.44,0.05,0.02,8.55,-27.9,2.7,0.0–0.1,02:00;03:30,08:00;09:00
PVAL,SPY,0.89,0.69,0.31,0.829032,-0.962903,0.5,0.0–0.1,,09:00
PVH,IWM,0.81,0.79,0.91,0.22,-0.445275,0.3;0.6;0.8,0.1–0.2;0.4,,09:00
PVLA,IWM,0.72,0.99,1.32,-0.174848,0.155606,2.7,0.0,,09:00
PWP,SPY,0.84,1.95,1.31,-0.624809,-0.574427,0.7,0.0;0.2–0.3,,09:00
PWR,SPY,0.92,1.66,1.02,0.251765,-0.198235,0.6–0.7,0.0–0.1;0.3,03:00;05:30,09:00
PWRD,SPY,0.96,1.61,0.79,0.607848,-1.038734,0.9;2.7,0.1;0.3,,09:00
PXED,IWM,0.73,1.84,1.5,-0.844267,-0.834667,2.7,,,09:00
PXIU,IWM,0.83,8.09,8.05,9.678957,-7.015689,2.7,0.1,,
PXLW,IWM,0.63,1.22,2.45,0.055184,-0.27249,1.2;2.7,0.2,,09:00
PYLD,IWM,0.49,0.06,0.09,3.36,-3.64,2.7,0.2,,09:00
PYPG,IWM,0.82,2.16,2.93,0.591399,-1.435085,0.5,0.0–0.2;0.5,00:00;02:30;06:00;07:00–09:30,09:00
PYPL,SPY,0.85,1.36,1.44,0.548056,-0.628056,0.2–0.5;0.9–1.0,0.0–0.1;0.3–0.4,00:00–04:00;05:30;06:30–07:00;08:00–09:30,04:00
PYPY,SPY,0.67,0.64,1.04,-0.028846,-0.240385,0.3,0.0–0.1,04:00–04:30,09:00
PZZA,SPY,0.42,0.32,1.72,0.300233,-0.338372,0.2,0.2,03:00–09:30,09:00
Q,SPY,0.41,3.04,1.95,5.170359,-0.010769500000000098,2.7,,,
Q/I,NONE,0.93,1.7,0.81,,,,,,
QBIG,SPY,0.93,1.7,0.81,0.79321,-0.725926,,,,
QBTS,SPY,0.76,2.53,3.92,0.917245,-1.979031,0.2–0.8;1.0–1.3;1.6,0.0–0.4;0.6;0.8,00:00–05:00;06:00–09:30,00:30;07:00;09:00
QBTS/W,QQQ,0.79,1.8,5.43,1.06593,-1.247145,2.7,0.0;0.3,,09:00
QBTX,IWM,0.77,4.34,7.99,1.324931,-6.240576,0.7;2.0,0.0–0.1;0.3–0.4,00:00;02:00;03:00–03:30;06:00–09:30,09:00
QBTZ,QQQ,-0.78,-5.52,10.5,1.755733,-3.560724,2.7,0.0–0.1;0.3,03:00;04:00;05:00;07:00–09:30,04:30
QCLN,IWM,0.94,1.46,1.32,1.844848,-0.818788,0.5,0.1–0.2,,09:00
QCML,QQQ,0.9,2.06,1.67,0.436766,-0.988263,2.7,0.2;0.5,04:00;05:30–09:30,09:00
QCMU,QQQ,0.75,1.51,1.93,0.417668,-0.432539,2.7,,,
QCOM,QQQ,0.89,1.01,0.79,0.267595,-0.929494,0.2–0.8,0.0–0.3;0.5–0.6;0.8;1.2,00:00–06:30;08:00–09:30,09:00
QDEL,IWM,0.81,1.24,1.3,-0.203385,-0.471385,1.3;2.7,0.4,,09:00
QDTE,QQQ,1.0,0.95,0.62,0.241129,-0.652419,0.2–0.3,0.1;0.9,01:00;02:30–03:00;07:00,08:00–08:30
QDTY,QQQ,0.93,0.88,0.63,0.456508,,,,,
QDVO,SPY,0.94,1.23,0.52,1.117308,0.051538,0.5–0.6;1.1;1.5;2.7,0.0;0.2–0.3,02:30–03:00;04:00–05:00;06:00–09:30,09:00
QETH,QQQ,0.8,3.5,2.62,5.509542,-2.727099,2.7,0.1;0.3,03:30,09:00
QFIN,SPY,0.62,1.03,1.86,-0.363602,0.148011,0.3;0.6–0.7,0.0–0.1;0.3–0.4,00:00;01:30;02:30;03:30,09:00
QGEN,IWM,0.21,0.12,0.69,0.547826,-0.72058,0.2–0.3;0.5,0.1–0.3,01:30;03:00,04:30;07:30;08:30
QGRO,SPY,0.99,1.29,0.57,0.25,-0.56193,0.4,0.3,,09:00
QID,IWM,-0.91,-1.42,1.28,1.935937,-0.519531,0.2–0.3;0.5–0.6,0.2;0.4,02:00–02:30;04:30–05:00;06:00;07:30–09:30,05:00;08:00
QLD,QQQ,1.0,2.0,1.27,2.188976,-0.283465,0.2–0.7;0.9,0.0–0.2,00:30;01:30–05:00;06:00;07:30,07:00
QLDY,QQQ,0.94,1.01,0.77,-0.224675,-0.571558,2.7,,02:00,09:00
QLYS,IWM,0.85,0.59,2.15,0.26,-0.366326,,,,
QNST,IWM,0.89,0.88,1.68,0.407143,0.000476,0.2,0.2,,09:00
QNTM,IWM,0.39,0.85,2.31,0.155411,-0.300866,0.6;1.0,0.0–0.1;0.3,,09:00
QPUX,IWM,0.84,6.62,6.5,0.128369,-1.880738,2.7,0.0–0.1,02:00;05:30–06:00,09:00
QQA,QQQ,0.88,0.58,0.6,0.547333,-0.919,0.6,0.1–0.2,,09:00
QQMG,QQQ,0.98,1.1,0.68,0.151471,-0.082353,2.7,0.0–0.1,00:00,09:00
QQQ,SPY,0.99,1.36,0.64,1.15375,-0.384375,0.2–0.4,0.1,00:30–01:00;03:00;04:00–04:30;05:30;06:30;07:30,04:00
QQQD,IWM,-0.83,-0.91,0.87,1.28931,-0.823793,0.3;0.5–0.6,0.1,,08:30–09:00
QQQE,SPY,0.95,1.19,0.53,0.259811,-0.516604,0.2;1.0,0.0,02:00,08:30–09:00
QQQH,QQQ,0.73,0.47,0.43,0.673023,-0.874419,,,,
QQQI,QQQ,0.99,0.73,0.5,0.3588,-0.9018,0.2–0.4,0.0–0.3,00:00;01:00–04:30,04:30
QQQJ,IWM,0.96,0.71,0.63,0.419841,-0.146349,0.3–0.4,0.0;0.3,,09:00
QQQM,QQQ,1.0,1.0,0.64,,,,,00:30,08:00–08:30
QQQT,SPY,0.87,0.83,0.54,0.487407,-0.349074,2.7,,,09:00
QQQU,SPY,0.95,2.86,1.78,3.809888,-1.527303,2.7,0.0–0.3,00:00;02:00;06:30–09:30,08:30–09:00
QQQX,SPY,0.91,0.9,0.45,0.755556,0.015556,2.7,0.2,03:30–09:30,09:00
QQQY,QQQ,0.96,0.54,0.41,0.503415,-0.890732,0.2,0.0–0.2,00:00;01:30;07:30–09:30,08:30
QQUP,QQQ,0.96,2.43,1.59,1.659748,-1.540566,2.7,0.4,,09:00
QQXL,QQQ,0.93,2.13,1.44,0.801736,-0.7977085,2.7,0.1,,09:00
QRVO,SOXL,0.78,0.18,1.53,1.20902,-3.24719,1.3,3.0,,09:00
QSR,IWM,0.5,0.19,0.59,0.77339,-1.508644,0.4–0.5,0.2–0.3,,09:00
QSU,SPY,0.89,7.71,6.67,2.63976,-8.433733,2.7,,,
QSX,IWM,0.93,6.32,6.1,2.875213,-8.6006885,,,,
QTOP,QQQ,0.98,1.09,0.69,0.252319,0.011884,0.2;0.4;0.6,0.0–0.3;0.6,04:00–04:30;05:30–06:00;07:00–09:30,06:00;08:30–09:00
QTUM,QQQ,0.96,1.58,1.05,0.166857,-0.94019,0.2;0.5;0.8,0.0–0.1;0.4,00:00;01:00;06:30,09:00
QTWO,IWM,0.8,0.69,1.4,0.1545,-0.303286,0.3;0.5,0.2,,09:00
QUAL,SPY,0.99,0.88,0.4,0.179,-0.421,0.8,0.0–0.1;0.3,00:30;03:30–09:30,09:00
QUBT,QQQ,0.83,2.24,3.83,0.944648,-1.389974,0.2–0.8;1.0–1.2,0.0–0.7,00:00–01:30;02:30;03:30–09:30,06:30;09:00
QUBX,QQQ,0.82,5.2,7.84,1.231888,-0.391837,0.5;2.1,0.0;0.2–0.6;0.8,00:00–00:30;03:30–04:00;05:00;07:00–09:30,09:00
QURE,IWM,0.48,1.0,24.79,0.21157749999999997,-0.3684955,0.2,,,
QUSA,SPY,0.67,0.44,0.33,1.660606,-2.226667,0.2,0.0,,
QXO,IWM,0.72,1.05,0.94,0.463298,-0.154255,0.4–0.5;0.8–1.2;1.5;2.7,0.0–0.4,00:00;01:30;02:30;04:00–04:30;05:30–09:30,09:00
QYLD,SPY,0.91,0.49,0.27,0.128519,-2.031481,0.2–0.4;0.6–0.8,0.0–0.2,01:00;02:00–03:00;05:30,07:00;08:30
QYLG,QQQ,0.97,0.68,0.45,0.221333,-1.104889,2.7,0.0,,09:00
R,SPY,0.9,1.11,0.7,-0.209286,-0.413857,0.6,0.0–0.2,,09:00
RA,QQQ,0.37,0.0,0.25,1.16,-3.76,1.9,0.1,,09:00
RACE,IWM,0.17,0.44,1.86,0.237419,-0.437419,0.2,0.4,06:30–09:30,08:00;09:00
RAIL,IWM,0.85,1.17,1.28,0.306719,-0.425078,0.6;1.2;2.7,0.0–0.4,02:00–09:30,09:00
RAL,QQQ,0.75,1.02,0.93,0.390538,-1.032688,0.7;1.0,0.4–0.5,02:00,09:00
RAMP,SPY,0.81,1.21,1.06,0.595094,-0.588679,1.2,0.0,,09:00
RAND,NONE,0.39,1.08,20.76,,,,,,
RAPP,IWM,0.39,1.08,20.76,0.242062,-0.256994,,0.2,,
RAPT,QQQ,0.6,1.49,5.67,0.330688,-0.301993,0.2–0.3,0.4–0.5,01:30,08:30
RARE,IWM,0.67,0.7,1.61,-0.165217,-0.12795,0.2–0.3;0.7–0.8,0.0;0.2–0.4,03:00–03:30,09:00
RBA,IWM,0.46,0.22,0.38,1.762105,-1.050526,1.0,0.1–0.2,,
RBC,SPY,0.86,0.93,0.54,0.282037,-0.785185,2.7,0.0;0.2–0.3,,09:00
RBLU,QQQ,0.7,2.9,4.35,2.641839,-1.922759,2.7,0.0–0.1;0.4,02:30;04:00–09:30,09:00
RBLX,SPY,0.8,2.23,2.21,1.15819,-0.314932,0.2–0.6;0.8;1.0;1.2–1.3,0.0–0.2;0.4,00:00–01:00;02:00–04:00;05:00;06:00–07:00;08:00–09:30,03:00;07:00;09:00
RBLY,SPY,0.55,1.37,2.14,0.483318,-0.450748,,0.2,,09:00
RBRK,QQQ,0.95,2.09,1.58,-0.36057,-1.813861,0.2–0.3;1.3;2.0,0.0–0.1,00:00–02:00;03:00–04:00,09:00
RCI,SPY,0.22,0.13,0.36,1.26,-1.525833,0.2,0.0,,09:00
RCL,SPY,0.9,1.45,1.33,0.446617,-0.830827,0.2–0.4;0.6–0.9;1.1,0.0;0.2–0.3,00:00–01:00;02:30–03:30,08:30
RDDT,QQQ,0.83,2.14,2.53,1.644822,-0.787431,0.2–0.5;0.7;1.0,0.0–0.2;0.5,00:00–01:30;03:00–09:30,03:00;04:00;07:30;08:30
RDNT,IWM,0.76,0.58,0.63,0.673333,-1.077778,0.5,0.0–0.1;0.3,04:30–09:30,09:00
RDTE,IWM,0.97,0.79,0.6,0.137,-0.298167,0.3–0.6;0.9,0.0–0.1;0.3,03:30–09:30,08:00;09:00
RDTL,IWM,0.85,3.83,5.06,3.820217,-0.862549,2.6,0.0;0.3–0.4;0.7,03:00;04:00;06:30;07:30–09:30,08:30–09:00
RDTY,IWM,0.89,0.78,0.68,-0.021176499999999987,-0.045882,,,,
RDVT,IWM,0.92,0.7,0.62,0.098387,-0.487097,1.0,0.1;0.3–0.4,,
RDVY,IWM,0.96,0.63,0.4,0.498,-0.528,0.6,0.2,,
RDW,IWM,0.77,2.64,3.18,1.098868,-1.804654,0.2–0.5;0.7;0.9;1.1;1.5,0.0–0.3;0.8,00:00–00:30;02:00;03:00–04:30;06:30–09:30,07:30;09:00
RDWR,SPY,0.91,1.3,0.65,1.501538,-1.158462,2.7,0.0–0.1;0.3,,09:00
RDY,QQQ,0.05,0.0,0.89,0.662921,-1.11236,0.2,0.2,,09:00
RDYY,IWM,0.65,1.63,3.01,0.482641,-1.942691,,,,
REET,SPY,0.49,0.32,0.32,1.13125,-1.9275,0.7,0.0,,09:00
REFI,SPY,0.62,0.51,0.59,-0.044915,-0.934068,0.7,0.2–0.3,,09:00
REG,IWM,0.06,0.07,0.39,0.71359,-0.959744,0.8,0.2,,
REGN,IWM,0.25,0.11,0.9,0.836667,-0.526111,0.2–0.3,0.2–0.3,03:30,09:00
REIT,SPY,0.55,0.37,0.42,-0.001429,-1.3854760000000002,,0.0;0.2,,09:00
RELX,IWM,0.31,0.45,1.11,0.34955,-0.36036,0.2–0.3,0.1–0.3,03:00;04:30–09:30,08:30
RELY,XLF,0.73,1.01,2.43,0.206008,-0.201893,0.2–0.4,0.1–0.3,,09:00
REM,IWM,0.86,0.37,0.3,1.233,-1.426667,1.0,0.2;0.4,,
REMX,IWM,0.65,1.52,2.05,1.420293,-1.059902,2.7,0.0–0.1;0.3,00:00;06:00–09:30,09:00
REPX,XLE,0.63,0.35,0.82,0.625,-0.829268,0.5,0.2;0.5,,09:00
REVG,SPY,0.84,1.43,2.69,0.276208,-0.356766,0.3,0.0–0.2,02:30–09:30,
REX,IWM,0.8,0.56,0.51,0.748235,-1.054118,1.1,0.5,,09:00
REXR,IWM,0.72,0.54,0.97,0.536907,-0.263918,0.3,0.0;0.2;0.5,,09:00
REYN,IWM,0.3,0.13,0.81,0.674938,-0.461235,0.2,0.2,,07:00
REZI,IWM,0.86,1.05,3.19,-0.032288,-0.076019,0.2;0.4–0.5,0.0,04:30,09:00
RF,KRE,0.95,0.99,0.54,0.482222,0.217407,0.2–0.4;0.6,0.0–0.3;0.7,01:30,08:30–09:00
RGA,XLF,0.73,0.7,0.54,0.518519,-0.153704,0.6,0.0;0.4,,09:00
RGC,QQQ,0.69,1.21,2.38,-0.146092,-0.272941,0.3;0.5;0.8;1.1–1.2;1.7,0.0–0.2;0.4;0.9,00:00;01:00;02:30;03:30–04:30;06:00;07:30;08:30–09:30,09:00
RGCO,SPY,0.54,0.34,0.67,-0.015372999999999998,-1.191642,,,,
RGEN,SPY,0.53,0.79,1.19,0.143697,-0.853193,0.5;0.8,0.0;0.2–0.3,02:30–09:30,09:00
RGLD,GDX,0.97,0.67,1.26,0.814524,-0.93873,0.2–0.3,0.3,00:00;02:00;06:00–09:30,03:30
RGR,IWM,0.77,0.55,0.93,0.312903,-0.9,0.2,0.1–0.2,,08:30
RGTI,IWM,0.73,3.05,3.29,1.525076,-3.265198,0.2–0.5;0.8;1.1–1.3,0.0–0.5,00:00;01:00–01:30;03:00;04:00–06:30;07:30–09:30,08:00–09:00
RGTU,IWM,0.67,6.47,6.77,3.8574,-2.044476,2.7,0.1;0.3;0.6,,09:00
RGTX,IWM,0.71,5.51,6.58,-0.379119,-5.743815,2.7,0.0–0.1;0.3;0.5,02:30;04:30–09:30,09:00
RGTZ,IWM,-0.78,-7.18,8.62,0.229536,-2.483016,2.7,0.0;0.2–0.3,05:00–09:30,08:30
RH,IWM,0.86,1.73,1.94,0.286082,-0.565876,1.1;1.3,0.3;0.5,03:00;05:00–09:30,09:00
RHI,IWM,0.84,0.8,0.74,0.167568,-0.151351,0.7,0.0;0.2;0.4,02:00,09:00
RHLD,SPY,0.68,1.69,9.81,0.411774,-0.090316,0.2,0.1,,09:00
RHP,IWM,0.66,0.39,0.45,1.084222,-0.777778,0.5;1.0,0.0;0.2,,09:00
RICK,IWM,0.76,0.66,1.09,-0.15211,-0.239083,0.2,0.2,,
RIGL,IWM,0.68,0.54,2.98,0.187315,-0.26349,0.2–0.4,0.2–0.3,02:30,09:00
RING,QQQ,0.56,1.61,1.86,1.648602,-1.489194,0.5,0.2;0.4,,08:30–09:00
RIO,SPY,0.68,0.94,1.06,0.902264,-0.628491,0.2–0.4,0.0–0.2,00:00;02:00–03:00;04:00–04:30;06:00,07:00;09:00
RIOT,SPY,0.84,4.64,2.73,3.613626,-2.866374,0.2–0.3;0.5–0.6;0.8,0.0–0.2,00:00–03:00;04:00;05:00;06:00–06:30;07:30;08:30,07:00
RIOX,QQQ,0.91,6.48,5.83,3.960961,-2.513688,2.7,0.0;0.2;0.5,00:00;02:00;03:30;04:30,09:00
RITM,SPY,0.68,0.6,0.39,0.466667,-1.558974,0.4–0.6;1.0;1.2,0.0–0.1;0.3–0.4,00:00–02:00;03:00–03:30;06:00;07:00–09:30,08:30–09:00
RIVN,IWM,0.9,0.91,1.4,0.283214,-0.244214,0.2–0.6;0.8,0.0–0.6;0.8;1.1;1.3;1.6,00:00–09:30,04:00
RJF,XLF,0.87,1.18,0.72,0.227778,-0.261389,0.6,0.0–0.1;0.3,,09:00
RKLB,SPY,0.9,3.19,2.42,1.168264,-1.985702,0.2–0.6;1.9,0.0–0.4,00:00–02:30;04:00–05:30;07:30–09:30,02:00;07:30;09:00
RKLX,SPY,0.91,7.07,4.84,3.233967,-5.165124,2.7,0.0–0.2,04:00;05:00,09:00
RKT,SPY,0.69,1.71,1.58,0.751772,-1.37462,0.2–0.9;1.1–1.2;1.4;1.6,0.0–0.3;0.6,00:00–04:30;06:30–09:30,07:00–07:30;09:00
RL,SPY,0.85,1.35,0.93,0.479032,-0.773656,2.7,0.2–0.4,,09:00
RLI,XLF,0.42,0.79,0.69,0.398551,-0.697536,0.6,0.1;0.3,,
RMBS,SPY,0.92,3.54,2.77,2.451336,-1.343249,2.7,0.1,02:30,09:00
RMD,SPY,0.7,0.55,0.57,0.99386,-0.153509,0.3;0.5,0.1–0.3,00:00,09:00
RMR,IWM,0.67,0.42,0.81,1.295556,-0.795062,0.4–0.5,0.2–0.3,,09:00
RNA,IWM,0.3,0.23,5.92,0.249223,-0.203716,0.2,,,09:00
RNAC,IWM,0.79,0.83,2.94,0.166973,-0.02324799999999999,0.5,0.1,,09:00
RNAZ,IWM,0.32,0.19,7.13,0.185386,-0.20906,,,,08:00
RNG,SPY,0.82,1.4,1.16,0.648276,-0.62069,0.8;1.8,0.0–0.2,00:00;03:00,09:00
RNP,SPY,0.51,0.23,0.33,1.652121,-1.231818,,0.0,,09:00
RNR,XLF,0.29,0.21,0.7,0.538143,-0.427,0.5–0.6,0.2,,
ROAD,IWM,0.83,0.84,0.93,0.076989,0.316559,0.9,0.3;0.5,,09:00
ROBN,QQQ,0.96,5.54,4.58,0.368952,-0.957948,2.7,0.0–0.5,00:00;01:00;06:30–09:30,09:00
ROBO,QQQ,0.92,1.04,0.82,0.363902,-0.194634,0.5–0.6,0.0–0.1;0.4,03:30,08:00
ROBT,SPY,0.95,1.9,0.91,1.675824,-1.407692,2.7,0.0,,09:00
ROCK,IWM,0.92,0.95,0.86,1.17907,-0.450581,0.8,0.1,,
ROIV,IWM,0.63,0.5,1.63,0.150307,-0.41411,0.2–0.3,0.4,04:00–09:30,09:00
ROK,IWM,0.92,0.9,0.98,0.086735,-0.307143,0.3,0.0–0.2,01:30;03:30–09:30,09:00
ROKU,SPY,0.93,2.21,1.24,1.253468,-1.663065,0.8,0.0–0.2;0.4,00:00;02:00;03:30;05:00,09:00
ROL,IWM,-0.34,-0.06,0.54,0.933704,-1.168148,0.5,0.2,,09:00
ROM,SPY,0.98,3.19,1.64,4.127683,-2.44122,2.7,0.0;0.4,,09:00
ROOT,SPY,0.78,1.76,1.8,-0.406889,-0.704667,0.8;1.3;2.3,0.0–0.1;0.3–0.4,00:00–01:00;02:00–02:30;03:30,09:00
ROP,IWM,0.17,0.08,1.08,0.505926,-0.961481,0.2,0.3–0.4,02:30–09:30,
ROST,SPY,0.48,0.29,0.59,1.012373,-0.77322,0.4–0.5,0.0,,09:00
RPAR,IWM,0.78,0.41,0.41,0.7062195,-0.38170699999999996,,,,
RPD,IWM,0.87,0.95,1.64,0.08811,-0.46372,0.3;0.6,0.0–0.2;0.4,03:00–09:30,09:00
RPM,IWM,0.51,0.26,0.53,0.952075,-0.678491,0.5–0.6,0.2–0.3,,09:00
RPRX,IWM,-0.04,0.0,0.89,0.561798,-1.044944,0.3,0.2–0.3,,
RQI,SPY,0.76,0.59,0.33,1.781212,-2.157273,0.9,0.0–0.1,,09:00
RRC,XLE,0.82,0.92,1.21,0.230413,-0.397686,0.3;0.5–0.6;0.9,0.0–0.1;0.3–0.4,,09:00
RRR,IWM,0.57,0.48,0.85,0.808941,-0.853647,0.4;1.2,0.2–0.3;0.5,,09:00
RRX,IWM,0.95,1.34,1.14,0.696316,-1.176667,0.8;2.7,0.0;0.2,,09:00
RS,IWM,0.77,0.5,0.66,0.522727,-1.606061,0.5;0.7,0.0,,09:00
RSG,IWM,-0.1,0.0,0.44,0.681818,-0.931818,0.8,0.2,,09:00
RSI,IWM,0.87,0.91,1.07,-0.005047,0.010561,0.5;0.7–0.8,0.0;0.2,,09:00
RSP,IWM,0.94,0.47,0.33,1.238788,-0.277576,0.9–1.0,0.2;0.6,05:30,09:00
RSPA,SPY,0.83,0.7,0.37,0.508108,-1.491892,0.9,0.2,,09:00
RSPT,QQQ,0.98,1.23,0.82,0.35439,-0.502439,0.7,0.2,02:30–09:30,09:00
RSSX,QQQ,0.88,1.5,1.23,1.138211,-1.073171,,,,
RTAC,SPY,0.41,0.28,0.59,0.702373,-0.915254,0.2;0.9,0.0;0.2,04:00–09:30,07:00;09:00
RTO,SPY,0.36,0.39,1.63,0.269509,-0.456503,0.7,0.0–0.1,00:30,09:00
RTX,SPY,0.38,0.18,0.96,0.852083,-0.583125,0.2,0.2,02:30–03:00,09:00
RTXG,SPY,0.52,0.65,2.09,0.488517,-0.0382775,,,,09:00
RUSHA,IWM,0.71,0.53,0.88,0.616477,-0.714545,0.5,0.0,,09:00
RVLV,IWM,0.89,1.37,2.53,0.068419,-0.571739,0.2;0.7–0.8,0.0;0.2;0.4,,09:00
RVMD,QQQ,0.67,0.79,1.28,-0.331953,-0.614609,0.7–0.8,0.1–0.2;0.4–0.5,01:30;03:00–03:30,09:00
RVNL,SPY,0.84,3.57,2.96,1.746791,-1.097568,2.7,0.0–0.2,03:00,09:00
RVTY,IWM,0.76,0.71,0.91,0.562527,-0.363626,0.3–0.4;0.6–0.7,0.1–0.2,02:30–09:30,08:30
RWAY,SPY,0.72,0.31,0.45,1.226667,-1.337778,0.3;0.8,0.0–0.1,,09:00
RWL,SPY,0.93,0.73,0.31,1.179355,-1.701935,,0.0;0.4,,09:00
RWM,QQQ,-0.9,-0.95,0.67,0.657463,-0.976866,0.2–0.5,0.0–0.3,00:00;03:30;06:30–09:30,08:30
RXL,SPY,0.38,0.6,0.71,0.23662,-0.959155,,0.0,,09:00
RXO,IWM,0.85,1.43,1.72,0.046279,-0.362267,1.0,0.0–0.3,,09:00
RY,SPY,0.83,0.46,0.46,1.05913,-0.579565,0.2,0.1–0.2,,
RYAAY,SPY,0.43,0.93,1.35,0.192148,-0.064074,0.4;0.6,0.1,01:00;04:30;05:30;06:30–09:30,09:00
RYAN,XLF,0.58,0.48,0.95,0.141053,-0.481684,0.2–0.3,0.1,,09:00
RYI,NONE,0.9,0.38,0.34,,,,,,
RYLD,IWM,0.9,0.38,0.34,1.603529,-0.621176,0.8–0.9,0.2–0.3,04:30–09:30,09:00
RYM,IWM,0.28,0.34,4.25,0.2927765,-0.316471,,,,
RYN,IWM,0.6,0.36,0.56,0.285,-0.719286,0.7,0.0;0.2,,
RYTM,IWM,0.29,0.19,1.38,0.406087,-0.511014,0.2,0.5,,09:00
S,IWM,0.86,1.01,1.38,0.299493,-0.593116,0.2–0.7;0.9,0.0–0.6;1.0,00:00–01:00;02:00;03:00–04:00;05:00–05:30;06:30–09:30,04:00;07:00–07:30;08:30–09:00
SA,GDX,0.97,1.13,2.21,0.251946,-0.194027,0.2–0.4;0.6;0.8;1.0,0.0;0.2,05:00;06:00–09:30,09:00
SAFE,IWM,0.45,0.38,0.76,0.650263,-0.553947,0.3,0.0;0.2,,09:00
SAFT,XLF,0.73,0.61,0.35,1.518571,-0.908286,2.7,0.1,,
SAIA,SPY,0.77,1.29,1.11,0.952793,-0.759459,0.8,0.0–0.3,02:00,08:30
SAIC,IWM,0.43,0.23,1.22,0.264262,-0.781148,0.2,0.2,,
SAIL,IWM,0.76,1.28,1.89,0.353016,-0.415661,0.6,0.0;0.2–0.3,00:00;04:30;05:30–09:30,09:00
SAM,IWM,0.39,0.58,1.05,0.713333,-0.991048,0.3,0.0,01:00–09:30,
SAMG,XLF,0.76,1.12,0.71,0.9129579999999999,-0.467042,,0.0,,09:00
SANM,IWM,0.86,1.14,5.17,0.307195,-0.2515475,0.4,,03:00–09:30,09:00
SAP,SPY,0.65,0.6,1.12,0.217857,-0.696429,0.2,0.1–0.3;0.7,02:00–03:00;06:00;07:00–09:30,04:00;07:30;09:00
SAR,XLF,0.35,0.04,0.32,0.57625,-1.01375,1.0,0.2;0.4,,
SARK,SPY,-0.91,-3.01,1.39,1.076115,-1.789856,2.1,0.0;0.2,04:00,08:30
SARO,SPY,0.84,0.99,1.28,0.423359,-0.624609,1.0,0.1–0.2,04:00;05:00–09:30,09:00
SATO,QQQ,0.83,2.28,2.35,0.198979,-1.5628085,,,,
SATS,SPY,0.68,1.21,10.39,0.247382,-0.244004,0.2–0.3,0.2,05:30;06:30–09:30,09:00
SBAC,IWM,-0.02,0.13,0.69,0.707246,-0.424783,0.3,0.2,,09:00
SBCF,KRE,0.9,0.79,0.55,0.691091,-0.717455,0.4–0.5;0.7,0.1;0.4,,09:00
SBET,IWM,0.83,3.76,3.13,3.964601,-3.324089,0.2–0.5;0.7;1.0;1.8,0.0–0.5,00:00;02:00;03:30–05:30;07:00–08:30,08:30
SBGI,SPY,0.54,0.47,1.35,0.453926,-0.440667,0.3–0.4,0.0,,09:00
SBH,IWM,0.62,0.64,1.29,0.389457,-0.208682,0.3–0.4;0.6,0.0;0.2–0.3,,09:00
SBIT,SPY,-0.66,-5.26,3.67,5.517275,-5.613787,0.4,0.0–0.2;0.5,00:00–00:30;02:00;03:30;08:30,08:30
SBLK,IWM,0.6,0.48,0.79,0.317468,-0.885063,0.6,0.0;0.2,06:00–09:30,09:00
SBR,XLE,0.54,0.42,0.41,2.349268,-0.682927,0.6,0.3,,09:00
SBRA,IWM,-0.06,0.0,0.59,0.915254,-0.694915,0.5,0.2–0.3,,09:00
SBS,IWM,0.6,0.7,1.13,0.667257,-0.276991,0.2;0.4,0.1;0.3;0.5,,09:00
SBTU,SPY,0.97,12.16,7.09,11.94409,-10.6480395,,,,
SBUX,IWM,0.55,0.29,0.53,0.582642,-0.663208,0.2;0.4–0.5;0.8;1.2,0.0–0.2,01:30;02:30–03:00;04:30;07:00–08:00,05:30;09:00
SCCO,SPY,0.82,2.47,1.71,1.314795,-1.649006,2.7,0.1,00:00–00:30;03:00;06:30,09:00
SCHA,IWM,0.99,0.85,0.6,0.176667,-0.2875,0.2–0.3;0.5–0.7,0.0–0.1;0.3–0.5,,09:00
SCHB,SPY,1.0,1.06,0.46,0.241304,-0.063913,0.2;0.4–0.7;2.7,0.0–0.3;0.7,00:00;05:00–05:30;06:30–09:30,09:00
SCHC,SPY,0.87,0.74,0.52,0.101538,-0.943462,0.5;1.4,0.1,,09:00
